codigo_cliente;regional;gerencia;subcanal;subcanal_;Gerencia_F;Cliente
11273767;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13212919;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10274610;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10377825;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11553388;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13485443;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10267012;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
10993156;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10377877;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10154346;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13738703;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11377930;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10150581;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11277186;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11311894;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13884141;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12689611;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12684453;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13200266;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10265151;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
11000540;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12775086;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12696903;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12750586;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12746228;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11031049;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12746091;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11587903;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13810873;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13344615;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11350288;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11101278;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11307110;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12169660;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11124386;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10371146;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11552630;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
12887835;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10503424;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12616855;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10362311;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11440180;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10302126;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10394773;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11744296;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13812354;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10401613;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10398935;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11700390;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10939684;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11401658;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12734523;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11539833;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11191850;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12810944;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13181155;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12869168;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
10374321;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13529415;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11741202;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10401596;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12724036;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10268884;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13838692;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11281868;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13355834;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12236183;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11261911;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13652366;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10262924;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12946461;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13800796;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10378659;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12721070;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12288102;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13196762;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13752838;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10563907;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11467630;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12758761;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13380296;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10391461;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10395402;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13176126;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13870498;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12946075;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12868622;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11580475;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13244353;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10373044;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11668945;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12745507;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13800079;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12995358;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12974344;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10368509;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11399926;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11299514;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10478636;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13487744;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12870121;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13249099;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13247194;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11252100;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13329432;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12482975;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10930582;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11404880;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12244823;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10391533;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12658862;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10824158;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12866496;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11497094;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10387485;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10154827;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13215975;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10147629;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10507060;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10278024;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10388653;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11513038;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11191881;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12952986;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10388043;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11322589;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10377107;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13227270;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11458462;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10505749;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13053783;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10394898;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11611440;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10394563;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13187594;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12685577;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10478499;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12497109;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12199681;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10926564;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12877486;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10401295;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12954546;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12681152;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10155092;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11295102;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10565168;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11700382;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10398448;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13408466;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10395533;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12682582;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10830567;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10388662;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11769243;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11309164;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11767455;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11219997;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11334598;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10386804;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10150852;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10499124;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11498677;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12487358;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11598721;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11455851;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12169276;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11306790;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10387139;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13808467;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10499013;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10383599;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11784587;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10404748;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10368915;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10562993;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13299976;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10824126;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11068624;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13808661;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10375853;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10504027;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12285787;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12550929;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13045555;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11597821;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10294359;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12532320;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10378830;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12184651;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10377680;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11296849;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11278072;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12996284;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11038235;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11416725;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12865098;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13251031;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11299514;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10396298;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12700151;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13529663;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12925387;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11642123;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10393786;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11580331;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11638771;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13328307;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10387195;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11190107;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11165822;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10311120;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11579770;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13034064;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11687308;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10386959;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10403411;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10391460;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11607014;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10392305;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10402764;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10478452;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13812700;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13810337;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11189706;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13182619;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10392453;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11590480;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11190572;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11560396;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10387893;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13202241;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11021016;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13234993;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12563414;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11064370;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11030970;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11311256;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13489358;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12404356;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12626965;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13855150;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10795963;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10378936;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13809429;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13824968;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13105887;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13058170;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10267249;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11593138;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13512818;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12488317;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10155227;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13774460;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11299774;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13532631;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10394170;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10313834;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12508160;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13167410;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11344243;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13500395;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10277438;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10946510;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11291013;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11718673;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11618585;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13167022;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13444318;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10401432;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11574283;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13398111;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12762549;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13182824;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10577096;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10148415;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11511980;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13853507;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10471275;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11645439;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12556485;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11340314;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11759741;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
10148369;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11596036;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13449277;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12768043;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11326844;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12771253;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12774807;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12958137;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13548718;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13199116;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10277653;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13176089;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12727507;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11270847;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12719705;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10263069;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
13229422;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13310451;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
