codigo_cliente;regional;gerencia;subcanal;subcanal_;Gerencia_F;Cliente
12724379;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13318751;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12237710;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11540029;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13508208;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11791431;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12565931;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13837878;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13532495;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13869415;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12154244;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13017868;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13868625;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12653365;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12933615;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10878718;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13804581;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11667491;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12570484;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10389168;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10373373;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10159126;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
10405851;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13029593;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11494790;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12937607;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11422335;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12257861;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12685634;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10155018;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11199056;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13476639;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12762549;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
11278720;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12627190;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11610314;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12746420;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13489327;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10364890;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10381629;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11275200;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12863385;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12655492;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10371372;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10400882;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11242860;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10382453;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12941332;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12293753;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12600446;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12578306;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12807730;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10961810;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11802552;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11132769;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13877747;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12818137;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10304500;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10372285;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13230262;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10379250;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11607182;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12725626;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12403264;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13354189;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13876033;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10542366;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13105933;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10386191;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12141727;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12860741;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10272902;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11122992;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10274219;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10299398;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11312290;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13678459;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11577183;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11476224;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12747046;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12869270;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11191865;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11541163;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11250889;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
13800951;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12549698;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11408645;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11527567;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10972388;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13838112;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10929186;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10394293;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11277524;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10158067;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
12544337;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11344961;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10302420;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13192566;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12165623;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11128272;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12728468;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13030831;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12902955;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10370310;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12444711;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13806328;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11550837;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10262978;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11039408;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12167046;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13104815;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
11519459;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10382050;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10403888;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10314188;CO Norte;CO KA HE Norte;OOH DL Tienda Social;tiendita;#REF!;#REF!
10294336;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11086444;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10149261;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12781923;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10157717;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13352692;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13849733;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11649690;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11477222;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13500724;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12885038;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12558093;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11473209;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
12612952;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10305810;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10150640;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12871140;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10379166;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12577605;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11458530;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11348884;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12680989;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10382885;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12989875;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10272197;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11387591;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11646756;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10398427;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11309104;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13329475;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11725069;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10299123;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10397984;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12258879;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13852243;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10404160;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10391577;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11436027;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12906886;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10472739;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11148234;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12954133;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12882332;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13233878;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12575634;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11481622;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
10383777;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13875935;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11670228;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11345682;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10385991;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11787036;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12749733;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10878718;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11102692;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13449933;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13029369;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12236183;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11548820;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13526612;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10374134;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11753483;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12271127;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13811301;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10373777;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13364440;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10390315;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12965596;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13513508;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13662667;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10374434;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10158046;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12459401;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11316159;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11190625;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10396672;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10309310;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12484374;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10999844;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10403353;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11531732;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10391484;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13531789;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13494834;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12570446;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11351384;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11432023;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12658862;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11610626;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12862058;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11787857;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10157159;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11382768;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11335745;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10159031;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11190552;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11208777;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10379006;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12666461;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13500745;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12635049;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10563016;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13048888;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13767308;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12209151;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12232228;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10308532;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10278554;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12487836;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10833649;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10939558;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13181132;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13198318;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13200563;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12978295;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11757812;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10378896;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11256594;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10385292;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11342732;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13353213;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13310684;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10270450;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10390276;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11058880;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11560643;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11392193;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12184057;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10150517;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10274433;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10390566;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12977494;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11565347;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12536760;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11348934;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11491483;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12874661;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10159008;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11421877;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10401704;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12296742;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13237606;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10812765;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13355530;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12990327;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11389906;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11479746;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10833673;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12142381;CO Norte;CO KA HE Norte;IH SF Licorera;tiendita;#REF!;#REF!
12479300;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12652987;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10940945;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10377461;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13735567;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10372309;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11503879;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10558967;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10374569;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13196157;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11619118;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11305337;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10384203;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10405365;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11298378;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11366105;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
13324635;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10395203;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10505316;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13054460;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12866116;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10150283;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10976538;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
11657006;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10396849;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10148120;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11755597;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10156198;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
10370690;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10974713;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13814736;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11555101;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11426152;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11758245;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12932320;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11365267;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12879719;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
