Cliente;sku;brand;segment;vol_;nr_;desc_;porDesc
cte2332;2463681680;marca 5;Core;1820,84;9481761746;0;1
cte2332;2118452400;marca 8;Core;1753,31;8269873159;0;1
cte4165;3067832920;marca 6;Core;1702,24;7158961614;0;1
cte2332;2132183110;marca 6;Core;1695,01;7156228252;0;1
cte7852;3067832920;marca 6;Core;1672,93;6937292614;0;1
cte6025;3067832920;marca 6;Core;1638,28;6876911840;0;1
cte6025;3067832920;marca 6;Core;1638,28;6876911840;0;1
cte6025;3067832920;marca 6;Core;1638,28;6876911840;0;1
cte6025;3067832920;marca 6;Core;1638,28;6876911840;0;1
cte2332;9311382910;marca 6;Core;1552,85;5914746964;0;1
cte8610;2132183110;marca 6;Core;1552,45;5441844962;0;1
cte5579;3067832920;marca 6;Core;1537,84;4861399066;0;1
cte8549;2132183110;marca 6;Core;1535,3;4748657569;0;1
cte8615;14426072385;marca 10;Core;1519,54;4684454274;0;1
cte8597;14426072385;marca 10;Core;1517,31;4594043629;0;1
cte2332;3547427005;marca 2;Premium;1515,31;4592217086;0;1
cte8584;16149276490;marca 17;Value;1505,92;4286338099;0;1
cte2332;14426072385;marca 10;Core;1505,29;4034801112;0;1
cte7758;2463681680;marca 5;Core;1499,58;3953867039;0;1
cte4079;3067832920;marca 6;Core;1487,15;3855230586;0;1
cte8597;16149276490;marca 17;Value;1483,59;3751086858;0;1
cte8610;16149276490;marca 17;Value;1483,04;3739545052;0;1
cte8547;2132183110;marca 6;Core;1483,04;3581434124;0;1
cte554;3067832920;marca 6;Core;1483,04;3528015558;0;1
cte554;3067832920;marca 6;Core;1483,04;3528015558;0;1
cte554;3067832920;marca 6;Core;1478,3;3528015558;0;1
cte554;3067832920;marca 6;Core;1474,83;3528015558;0;1
cte8584;14426072385;marca 10;Core;1474,16;3521790298;0;1
cte8547;16149276490;marca 17;Value;1473,55;3409160865;0;1
cte3977;3067832920;marca 6;Core;1473,55;3322931410;0;1
cte6025;2118452400;marca 8;Core;1473,55;3302552185;0;1
cte6025;2118452400;marca 8;Core;1473,55;3302552185;0;1
cte6025;2118452400;marca 8;Core;1473,25;3302552185;0;1
cte6025;2118452400;marca 8;Core;1473,25;3302552185;0;1
cte2332;7839254645;marca 4;Globales;1473,25;3290404483;0;1
cte5428;3067832920;marca 6;Core;1473,25;3280441914;0;1
cte7462;3067832920;marca 6;Core;1473,25;3274734298;0;1
cte8557;2132183110;marca 6;Core;1470,91;3243707437;0;1
cte8581;2132183110;marca 6;Core;1465,05;3218831429;0;1
cte8548;16149276490;marca 17;Value;1459,11;3113402092;0;1
cte8593;5150977780;marca 1;Premium;1453,01;3012189379;0;1
cte8535;16149276490;marca 17;Value;1448,7;2898435961;0;1
cte114;3067832920;marca 6;Core;1443,91;2811543996;0;1
cte114;3067832920;marca 6;Core;1443,91;2811543996;0;1
cte114;3067832920;marca 6;Core;1443,91;2811543996;0;1
cte114;3067832920;marca 6;Core;1443,91;2811543996;0;1
cte8615;16149276490;marca 17;Value;1440,58;2787346080;0;1
cte8548;2129240815;marca 8;Core;1439,59;2776379082;0;1
cte198;3067832920;marca 6;Core;1438,3;2703814502;0;1
cte8585;2132183110;marca 6;Core;1438,3;2701552348;0;1
cte6623;14426072385;marca 10;Core;1438,3;2689082922;0;1
cte8557;14426072385;marca 10;Core;1438,3;2579012715;0;1
cte8536;16149276490;marca 17;Value;1438,19;2560838144;0;1
cte8547;16825023575;marca 3;Globales;1438,19;2532557109;0;1
cte8535;2129240815;marca 8;Core;1438,19;2531132264;0;1
cte8536;14426072385;marca 10;Core;1438,19;2512654891;0;1
cte8599;14426072385;marca 10;Core;1435,26;2505796727;0;1
cte8593;9325113620;marca 3;Globales;1429,35;2501220215;0;1
cte7275;3067832920;marca 6;Core;1428,54;2494437135;0;1
cte8584;2132183110;marca 6;Core;1428,52;2477222606;0;1
cte8535;14426072385;marca 10;Core;1426,03;2450381924;0;1
cte8610;9325113620;marca 3;Globales;1422,17;2358343241;0;1
cte4633;9311382910;marca 6;Core;1420,62;2353140686;0;1
cte4633;9311382910;marca 6;Core;1418,96;2353140686;0;1
cte4633;9311382910;marca 6;Core;1417,61;2353140686;0;1
cte4633;9311382910;marca 6;Core;1417,02;2353140686;0;1
cte8599;16149276490;marca 17;Value;1416,82;2341543835;0;1
cte8578;16149276490;marca 17;Value;1414,84;2341183154;0;1
cte8610;14426072385;marca 10;Core;1414,66;2336312422;0;1
cte8610;16825023575;marca 3;Globales;1413,62;2288774109;0;1
cte2332;2129240815;marca 8;Core;1411,04;2287305157;0;1
cte8549;14426072385;marca 10;Core;1409,49;2244634339;0;1
cte8593;14365264955;marca 11;Globales;1405,2;2218750542;0;1
cte8599;2132183110;marca 6;Core;1401,4;2213448844;0;1
cte8540;16825023575;marca 3;Globales;1400,88;2191260909;0;1
cte4165;2118452400;marca 8;Core;1400,88;2181227398;0;1
cte2332;7837293115;marca 4;Globales;1400,88;2156114305;0;1
cte8540;7837293115;marca 4;Globales;1400,88;2065374482;0;1
cte8547;1400532420;marca 5;Core;1400,82;2060354351;0;1
cte8548;9485959080;marca 4;Globales;1399,08;1997176154;0;1
cte5852;9325113620;marca 3;Globales;1398,54;1973570746;0;1
cte8548;2132183110;marca 6;Core;1398,54;1954126102;0;1
cte8535;2132183110;marca 6;Core;1398,54;1943516058;0;1
cte8583;14426072385;marca 10;Core;1398,54;1943406354;0;1
cte8566;9325113620;marca 3;Globales;1397,2;1908995151;0;1
cte1803;3067832920;marca 6;Core;1396,85;1906421954;0;1
cte1803;3067832920;marca 6;Core;1395,04;1906421954;0;1
cte1803;3067832920;marca 6;Core;1394,15;1906421954;0;1
cte1803;3067832920;marca 6;Core;1393,95;1906421954;0;1
cte8591;2132183110;marca 6;Core;1393,95;1889529501;0;1
cte8583;2132183110;marca 6;Core;1393,95;1887370038;0;1
cte554;9311382910;marca 6;Core;1393,95;1850090013;0;1
cte554;9311382910;marca 6;Core;1392,27;1850090013;0;1
cte554;9311382910;marca 6;Core;1391,08;1850090013;0;1
cte554;9311382910;marca 6;Core;1390,88;1850090013;0;1
cte198;3547427005;marca 2;Premium;1390,05;1842709576;0;1
cte8549;16149276490;marca 17;Value;1390,05;1836589834;0;1
cte8539;2132183110;marca 6;Core;1389,1;1813948322;0;1
cte5603;3678849515;marca 1;Premium;1386,65;1799638389;0;1
cte8548;14426072385;marca 10;Core;1386,65;1792581124;0;1
cte4633;9299613730;marca 8;Core;1384,65;1776554366;0;1
cte4633;9299613730;marca 8;Core;1384,01;1776554366;0;1
cte4633;9299613730;marca 8;Core;1381,18;1776554366;0;1
cte4633;9299613730;marca 8;Core;1380,7;1776554366;0;1
cte8548;9325113620;marca 3;Globales;1380,7;1762149370;0;1
cte5019;3067832920;marca 6;Core;1380,7;1750462730;0;1
cte8585;2129240815;marca 8;Core;1380,7;1737550576;0;1
cte8547;2129240815;marca 8;Core;1380,29;1721355031;0;1
cte8547;9325113620;marca 3;Globales;1379,7;1697901941;0;1
cte554;2463681680;marca 5;Core;1378,51;1648851897;0;1
cte554;2463681680;marca 5;Core;1377,42;1648851897;0;1
cte554;2463681680;marca 5;Core;1377,22;1648851897;0;1
cte554;2463681680;marca 5;Core;1376,82;1648851897;0;1
cte8610;1400532420;marca 5;Core;1376,73;1640465008;0;1
cte8557;16149276490;marca 17;Value;1376,73;1640379137;0;1
cte8601;2132183110;marca 6;Core;1376,73;1635853382;0;1
cte7003;3067832920;marca 6;Core;1376,73;1632184812;0;1
cte8615;2132183110;marca 6;Core;1375,64;1627510317;0;1
cte8601;16149276490;marca 17;Value;1375,44;1623066429;0;1
cte3905;3067832920;marca 6;Core;1373,85;1620109459;0;1
cte8578;2132183110;marca 6;Core;1373,58;1619596715;0;1
cte5865;2583335010;marca 20;Core;1371,5;1615866954;0;1
cte3480;14426072385;marca 10;Core;1371,28;1613872232;0;1
cte6894;3547427005;marca 2;Premium;1371,28;1612725677;0;1
cte8549;8405156050;marca 9;Globales;1371,28;1612630543;0;1
cte6623;3547427005;marca 2;Premium;1370,96;1586514832;0;1
cte8536;2132183110;marca 6;Core;1370,79;1573738491;0;1
cte8566;2132183110;marca 6;Core;1370,69;1547254728;0;1
cte5961;3067832920;marca 6;Core;1370,59;1540837808;0;1
cte8559;9325113620;marca 3;Globales;1370,19;1534842338;0;1
cte8549;7438121760;marca 8;Core;1369,8;1527381901;0;1
cte8597;2132183110;marca 6;Core;1369,7;1516500601;0;1
cte2332;9297652200;marca 5;Core;1369,5;1512229529;0;1
cte4779;2118452400;marca 8;Core;1369,5;1498634325;0;1
cte8546;2132183110;marca 6;Core;1369,5;1497123675;0;1
cte8284;3067832920;marca 6;Core;1369,5;1493256930;0;1
cte8584;7438121760;marca 8;Core;1369,3;1481097601;0;1
cte6336;9297652200;marca 5;Core;1369,22;1480492763;0;1
cte8597;8405156050;marca 9;Globales;1368,81;1463738003;0;1
cte5465;2463681680;marca 5;Core;1368,81;1456858222;0;1
cte8581;9325113620;marca 3;Globales;1368,41;1451729546;0;1
cte8546;9325113620;marca 3;Globales;1368,41;1437802551;0;1
cte6894;3067832920;marca 6;Core;1368,41;1434955272;0;1
cte8578;14426072385;marca 10;Core;1368,41;1434740866;0;1
cte5691;3067832920;marca 6;Core;1368,25;1427143536;0;1
cte5691;3067832920;marca 6;Core;1367,34;1427143536;0;1
cte5691;3067832920;marca 6;Core;1367,32;1427143536;0;1
cte5691;3067832920;marca 6;Core;1367,32;1427143536;0;1
cte8583;16149276490;marca 17;Value;1367,24;1406657572;0;1
cte6623;3678849515;marca 1;Premium;1367,2;1403989654;0;1
cte7275;3547427005;marca 2;Premium;1366,53;1401870310;0;1
cte8615;8405156050;marca 9;Globales;1366,03;1399333531;0;1
cte3012;3067832920;marca 6;Core;1365,93;1398728042;0;1
cte8548;7438121760;marca 8;Core;1365,92;1388529002;0;1
cte8535;5150977780;marca 1;Premium;1365,52;1373750558;0;1
cte2702;3067832920;marca 6;Core;1365,4;1360268656;0;1
cte8549;2129240815;marca 8;Core;1365;1353484803;0;1
cte7873;3067832920;marca 6;Core;1364,87;1341960401;0;1
cte7754;2118452400;marca 8;Core;1364,25;1332470386;0;1
cte114;2118452400;marca 8;Core;1364,25;1317986192;0;1
cte114;2118452400;marca 8;Core;1364,25;1317986192;0;1
cte114;2118452400;marca 8;Core;1364,25;1317986192;0;1
cte114;2118452400;marca 8;Core;1363,91;1317986192;0;1
cte4067;9299613730;marca 8;Core;1363,7;1303586458;0;1
cte554;9325113620;marca 3;Globales;1363,36;1300440972;0;1
cte554;9325113620;marca 3;Globales;1362,77;1300440972;0;1
cte554;9325113620;marca 3;Globales;1362,01;1300440972;0;1
cte554;9325113620;marca 3;Globales;1362,01;1300440972;0;1
cte5628;9325113620;marca 3;Globales;1362,01;1292083051;0;1
cte8581;16149276490;marca 17;Value;1362,01;1287632701;0;1
cte3147;3067832920;marca 6;Core;1361,98;1285396926;0;1
cte4633;9297652200;marca 5;Core;1361,75;1281323819;0;1
cte4633;9297652200;marca 5;Core;1361,68;1281323819;0;1
cte4633;9297652200;marca 5;Core;1360,27;1281323819;0;1
cte4633;9297652200;marca 5;Core;1360,27;1281323819;0;1
cte5865;2118452400;marca 8;Core;1360,27;1277394785;0;1
cte1982;7839254645;marca 4;Globales;1360,27;1276922597;0;1
cte1982;7839254645;marca 4;Globales;1359,9;1276922597;0;1
cte1982;7839254645;marca 4;Globales;1359,9;1276922597;0;1
cte1982;7839254645;marca 4;Globales;1359,7;1276922597;0;1
cte8545;9325113620;marca 3;Globales;1359,48;1259936799;0;1
cte8545;9325113620;marca 3;Globales;1359,4;1259936799;0;1
cte8545;9325113620;marca 3;Globales;1359,4;1259936799;0;1
cte8545;9325113620;marca 3;Globales;1359,38;1259936799;0;1
cte5865;9299613730;marca 8;Core;1358,93;1245092194;0;1
cte16;3067832920;marca 6;Core;1358,76;1227272928;0;1
cte16;3067832920;marca 6;Core;1358,69;1227272928;0;1
cte16;3067832920;marca 6;Core;1358,41;1227272928;0;1
cte16;3067832920;marca 6;Core;1358,31;1227272928;0;1
cte8591;16149276490;marca 17;Value;1358,1;1226316858;0;1
cte994;9325113620;marca 3;Globales;1357,42;1223386716;0;1
cte667;3067832920;marca 6;Core;1356,75;1219231991;0;1
cte1803;2463681680;marca 5;Core;1356,73;1213073112;0;1
cte1803;2463681680;marca 5;Core;1356,55;1213073112;0;1
cte1803;2463681680;marca 5;Core;1356,16;1213073112;0;1
cte1803;2463681680;marca 5;Core;1356,05;1213073112;0;1
cte554;3547427005;marca 2;Premium;1355,44;1211497789;0;1
cte554;3547427005;marca 2;Premium;1355,44;1211497789;0;1
cte554;3547427005;marca 2;Premium;1355,33;1211497789;0;1
cte554;3547427005;marca 2;Premium;1354,69;1211497789;0;1
cte8610;7438121760;marca 8;Core;1354,34;1211105851;0;1
cte8593;2132183110;marca 6;Core;1354,15;1201114566;0;1
cte8535;1400532420;marca 5;Core;1353,56;1191539795;0;1
cte643;3067832920;marca 6;Core;1353,04;1185412571;0;1
cte8593;9326094385;marca 3;Globales;1352,47;1184710779;0;1
cte5660;9325113620;marca 3;Globales;1352,17;1178877928;0;1
cte8175;3067832920;marca 6;Core;1351,48;1178657589;0;1
cte8581;1400532420;marca 5;Core;1351,48;1170173854;0;1
cte2455;3067832920;marca 6;Core;1351,48;1165887678;0;1
cte1668;3067832920;marca 6;Core;1351,48;1164693229;0;1
cte8566;16825023575;marca 3;Globales;1351,48;1162496649;0;1
cte3112;3067832920;marca 6;Core;1351,38;1152213903;0;1
cte8578;9325113620;marca 3;Globales;1350,99;1150620832;0;1
cte8593;7467544710;marca 3;Globales;1350,78;1148324396;0;1
cte7852;2118452400;marca 8;Core;1350,68;1140604413;0;1
cte4768;3067832920;marca 6;Core;1350,49;1137845171;0;1
cte8540;9325113620;marca 3;Globales;1350,35;1133892570;0;1
cte3977;3547427005;marca 2;Premium;1349,5;1132963219;0;1
cte873;3067832920;marca 6;Core;1349,48;1128320281;0;1
cte8608;2132183110;marca 6;Core;1349,2;1122723867;0;1
cte7981;3067832920;marca 6;Core;1349,01;1117653022;0;1
cte7100;3588619135;marca 5;Core;1348,36;1117333372;0;1
cte5603;3547427005;marca 2;Premium;1348,35;1116632127;0;1
cte643;9325113620;marca 3;Globales;1348,31;1114942515;0;1
cte2332;3588619135;marca 5;Core;1348,31;1114044892;0;1
cte8585;14426072385;marca 10;Core;1348,31;1108378144;0;1
cte8615;2129240815;marca 8;Core;1348,23;1105924336;0;1
cte1152;3067832920;marca 6;Core;1348,23;1098323077;0;1
cte8558;16149276490;marca 17;Value;1348,23;1097914267;0;1
cte8558;16149276490;marca 17;Value;1348,23;1097914267;0;1
cte8558;16149276490;marca 17;Value;1348,21;1097914267;0;1
cte8558;16149276490;marca 17;Value;1347,82;1097914267;0;1
cte7100;2463681680;marca 5;Core;1347,58;1090560714;0;1
cte7979;2118452400;marca 8;Core;1347,52;1082762149;0;1
cte8546;16825023575;marca 3;Globales;1346,81;1078217383;0;1
cte8550;2132183110;marca 6;Core;1346,73;1078117617;0;1
cte8550;2132183110;marca 6;Core;1346,67;1078117617;0;1
cte8550;2132183110;marca 6;Core;1346,33;1078117617;0;1
cte8550;2132183110;marca 6;Core;1346,33;1078117617;0;1
cte8601;14426072385;marca 10;Core;1345,76;1056199106;0;1
cte8175;3547427005;marca 2;Premium;1345,6;1039299643;0;1
cte8591;8405156050;marca 9;Globales;1345,54;1039253981;0;1
cte8547;7842196940;marca 4;Globales;1345,24;1039020227;0;1
cte6894;2118452400;marca 8;Core;1345,24;1038489537;0;1
cte69;3067832920;marca 6;Core;1345,24;1037456861;0;1
cte6607;14365264955;marca 11;Globales;1345,24;1032298511;0;1
cte8539;16149276490;marca 17;Value;1345;1021089126;0;1
cte5428;14426072385;marca 10;Core;1344,85;1013951141;0;1
cte7253;3067832920;marca 6;Core;1344,55;1013701483;0;1
cte8175;3678849515;marca 1;Premium;1344,12;1011317181;0;1
cte908;1400532420;marca 5;Core;1344,12;1003024895;0;1
cte908;1400532420;marca 5;Core;1344,12;1003024895;0;1
cte908;1400532420;marca 5;Core;1344,12;1003024895;0;1
cte908;1400532420;marca 5;Core;1344,07;1003024895;0;1
cte7100;9325113620;marca 3;Globales;1344,07;980924809;0;1
cte8547;9485959080;marca 4;Globales;1344,07;980005144;0;1
cte554;7839254645;marca 4;Globales;1344,07;966449875;0;1
cte554;7839254645;marca 4;Globales;1343,56;966449875;0;1
cte554;7839254645;marca 4;Globales;1343,52;966449875;0;1
cte554;7839254645;marca 4;Globales;1343,52;966449875;0;1
cte8347;3547427005;marca 2;Premium;1343,52;957421958;0;1
cte848;14426072385;marca 10;Core;1343,52;955550252;0;1
cte848;14426072385;marca 10;Core;1343,36;955550252;0;1
cte848;14426072385;marca 10;Core;1343,36;955550252;0;1
cte848;14426072385;marca 10;Core;1343,03;955550252;0;1
cte3844;9299613730;marca 8;Core;1342,93;948160271;0;1
cte554;3678849515;marca 1;Premium;1342,89;947853431;0;1
cte554;3678849515;marca 1;Premium;1342,77;947853431;0;1
cte554;3678849515;marca 1;Premium;1342,76;947853431;0;1
cte554;3678849515;marca 1;Premium;1342,57;947853431;0;1
cte3977;2118452400;marca 8;Core;1342,57;944641855;0;1
cte8558;14426072385;marca 10;Core;1342,57;941645424;0;1
cte8558;14426072385;marca 10;Core;1342,57;941645424;0;1
cte8558;14426072385;marca 10;Core;1342,19;941645424;0;1
cte8558;14426072385;marca 10;Core;1342,09;941645424;0;1
cte6242;2118452400;marca 8;Core;1342,09;940946842;0;1
cte8550;16149276490;marca 17;Value;1342,09;937771714;0;1
cte8550;16149276490;marca 17;Value;1342,09;937771714;0;1
cte8550;16149276490;marca 17;Value;1341,88;937771714;0;1
cte8550;16149276490;marca 17;Value;1341,68;937771714;0;1
cte908;2129240815;marca 8;Core;1341,28;935783966;0;1
cte908;2129240815;marca 8;Core;1341,28;935783966;0;1
cte908;2129240815;marca 8;Core;1341,09;935783966;0;1
cte908;2129240815;marca 8;Core;1340,99;935783966;0;1
cte5137;3067832920;marca 6;Core;1340,69;920288096;0;1
cte5137;3067832920;marca 6;Core;1340,63;920288096;0;1
cte5137;3067832920;marca 6;Core;1340,59;920288096;0;1
cte5137;3067832920;marca 6;Core;1340,59;920288096;0;1
cte5852;9311382910;marca 6;Core;1340,59;919195581;0;1
cte8557;1400532420;marca 5;Core;1340,59;912708986;0;1
cte3643;3067832920;marca 6;Core;1340,47;911688927;0;1
cte1056;3067832920;marca 6;Core;1339,9;903682566;0;1
cte3977;2463681680;marca 5;Core;1339,6;894327496;0;1
cte8558;9325113620;marca 3;Globales;1339,6;893201139;0;1
cte8558;9325113620;marca 3;Globales;1339,5;893201139;0;1
cte8558;9325113620;marca 3;Globales;1339,48;893201139;0;1
cte8558;9325113620;marca 3;Globales;1339,48;893201139;0;1
cte649;9297652200;marca 5;Core;1339,48;887460433;0;1
cte3526;9297652200;marca 5;Core;1339,48;881758539;0;1
cte8539;14426072385;marca 10;Core;1339,26;880095064;0;1
cte8559;16825023575;marca 3;Globales;1339,19;877618800;0;1
cte8124;3067832920;marca 6;Core;1339,11;877004495;0;1
cte8583;8405156050;marca 9;Globales;1339,01;875315325;0;1
cte6139;3067832920;marca 6;Core;1338,81;875138051;0;1
cte5603;5150977780;marca 1;Premium;1338,81;873775543;0;1
cte3768;2118452400;marca 8;Core;1338,81;872232924;0;1
cte8599;2129240815;marca 8;Core;1338,81;867618463;0;1
cte8559;2132183110;marca 6;Core;1338,48;865903630;0;1
cte6740;7839254645;marca 4;Globales;1338,41;865437356;0;1
cte8593;2129240815;marca 8;Core;1338,12;859520692;0;1
cte4020;3067832920;marca 6;Core;1338,02;856607753;0;1
cte908;2132183110;marca 6;Core;1338,02;856338620;0;1
cte908;2132183110;marca 6;Core;1338,02;856338620;0;1
cte908;2132183110;marca 6;Core;1338,02;856338620;0;1
cte908;2132183110;marca 6;Core;1338,02;856338620;0;1
cte8559;2129240815;marca 8;Core;1338,02;849109269;0;1
cte5295;9297652200;marca 5;Core;1338,02;848966962;0;1
cte8583;7438121760;marca 8;Core;1338,02;848545501;0;1
cte5771;9297652200;marca 5;Core;1338,02;845200408;0;1
cte7820;3067832920;marca 6;Core;1337,86;839236825;0;1
cte7100;7839254645;marca 4;Globales;1337,62;838304684;0;1
cte6607;3678849515;marca 1;Premium;1337,57;832634636;0;1
cte4409;2118452400;marca 8;Core;1337,5;832209781;0;1
cte2102;3547427005;marca 2;Premium;1337,44;830671514;0;1
cte2102;3547427005;marca 2;Premium;1337,44;830671514;0;1
cte2102;3547427005;marca 2;Premium;1337,44;830671514;0;1
cte2102;3547427005;marca 2;Premium;1337,44;830671514;0;1
cte8535;7438121760;marca 8;Core;1337,44;825017648;0;1
cte7139;3067832920;marca 6;Core;1337,44;819552396;0;1
cte1855;9311382910;marca 6;Core;1337,44;818919699;0;1
cte6740;2463681680;marca 5;Core;1337,44;818667854;0;1
cte1982;9325113620;marca 3;Globales;1337,22;814539416;0;1
cte1982;9325113620;marca 3;Globales;1337,07;814539416;0;1
cte1982;9325113620;marca 3;Globales;1337,03;814539416;0;1
cte1982;9325113620;marca 3;Globales;1337,03;814539416;0;1
cte7758;2118452400;marca 8;Core;1337,03;811203898;0;1
cte8584;9485959080;marca 4;Globales;1337,03;809824610;0;1
cte5624;9297652200;marca 5;Core;1336,99;808533927;0;1
cte4768;3547427005;marca 2;Premium;1336,83;808457153;0;1
cte3236;9297652200;marca 5;Core;1336,73;806321190;0;1
cte3236;9297652200;marca 5;Core;1336,73;806321190;0;1
cte3236;9297652200;marca 5;Core;1336,63;806321190;0;1
cte3236;9297652200;marca 5;Core;1336,23;806321190;0;1
cte4768;14426072385;marca 10;Core;1336;801969379;0;1
cte7981;14426072385;marca 10;Core;1335,91;800490554;0;1
cte8557;8405156050;marca 9;Globales;1335,91;800283732;0;1
cte5603;3067832920;marca 6;Core;1335,91;796504757;0;1
cte2124;3067832920;marca 6;Core;1335,91;792947983;0;1
cte8619;16149276490;marca 17;Value;1335,84;789892328;0;1
cte5358;3067832920;marca 6;Core;1335,84;787464240;0;1
cte5358;3067832920;marca 6;Core;1335,84;787464240;0;1
cte5358;3067832920;marca 6;Core;1335,84;787464240;0;1
cte5358;3067832920;marca 6;Core;1335,84;787464240;0;1
cte5217;15549048310;marca 1;Premium;1335,84;782162239;0;1
cte755;3067832920;marca 6;Core;1335,84;772823579;0;1
cte755;3067832920;marca 6;Core;1335,84;772823579;0;1
cte755;3067832920;marca 6;Core;1335,84;772823579;0;1
cte755;3067832920;marca 6;Core;1335,74;772823579;0;1
cte6455;3067832920;marca 6;Core;1335,72;767626513;0;1
cte703;3067832920;marca 6;Core;1335,64;765218499;0;1
cte6972;3067832920;marca 6;Core;1335,64;764098533;0;0,97
cte8558;2132183110;marca 6;Core;1335,64;763648957;0;0,97
cte8558;2132183110;marca 6;Core;1335,64;763648957;0;0,97
cte8558;2132183110;marca 6;Core;1335,64;763648957;0;0,97
cte8558;2132183110;marca 6;Core;1335,62;763648957;0;0,963
cte3702;3067832920;marca 6;Core;1335,51;763268187;0;0,911
cte4898;3067832920;marca 6;Core;1335,49;759801952;0;0,892
cte8347;9325113620;marca 3;Globales;1335,49;759009483;0;0,876
cte7165;9311382910;marca 6;Core;1335,49;755411639;0;0,858
cte7897;3547427005;marca 2;Premium;1335,49;753613996;0;0,858
cte2273;3067832920;marca 6;Core;1335,44;753164737;0;0,858
cte2273;3067832920;marca 6;Core;1335,24;753164737;0;0,858
cte2273;3067832920;marca 6;Core;1335,15;753164737;0;0,857
cte2273;3067832920;marca 6;Core;1335,15;753164737;0;0,837
cte8583;2129240815;marca 8;Core;1335,05;751936002;0;0,811
cte2232;3067832920;marca 6;Core;1334,75;750563506;0;0,8
cte8578;5150977780;marca 1;Premium;1334,71;749318486;0;0,76
cte8595;1400532420;marca 5;Core;1334,68;746804986;0;0,751
cte4409;3067832920;marca 6;Core;1334,65;746659926;0;0,751
cte7443;14365264955;marca 11;Globales;1334,52;746304178;0;0,705
cte3544;9297652200;marca 5;Core;1334,45;740218069;0;0,698
cte2080;3067832920;marca 6;Core;1334,45;739740138;0;0,698
cte4165;3547427005;marca 2;Premium;1334,16;733506271;0;0,698
cte3200;3067832920;marca 6;Core;1334,16;724548868;0;0,698
cte289;9299613730;marca 8;Core;1334,16;722700814;0;0,682
cte8599;9325113620;marca 3;Globales;1334,16;718075868;0;0,676
cte3768;3547427005;marca 2;Premium;1334,16;717924616;0;0,668
cte4782;3067832920;marca 6;Core;1334,16;717259691;0;0,668
cte4822;9325113620;marca 3;Globales;1334,06;713944721;0;0,668
cte3851;3067832920;marca 6;Core;1333,86;713085039;0;0,668
cte4722;3067832920;marca 6;Core;1333,76;710513594;0;0,668
cte8615;7438121760;marca 8;Core;1333,76;709692600;0;0,668
cte5428;2118452400;marca 8;Core;1333,76;708789544;0;0,668
cte4747;3547427005;marca 2;Premium;1333,76;708440713;0;0,664
cte1482;3067832920;marca 6;Core;1333,36;707715276;0;0,648
cte1482;3067832920;marca 6;Core;1333,05;707715276;0;0,643
cte1482;3067832920;marca 6;Core;1333,05;707715276;0;0,626
cte1482;3067832920;marca 6;Core;1333,05;707715276;0;0,623
cte7100;9297652200;marca 5;Core;1333,05;706705876;0;0,62
cte8601;8405156050;marca 9;Globales;1333,02;702594241;0;0,616
cte8014;3067832920;marca 6;Core;1332,77;700450803;0;0,615
cte3151;3067832920;marca 6;Core;1332,76;699664478;0;0,601
cte6413;3588619135;marca 5;Core;1332,64;695101543;0;0,593
cte5062;3067832920;marca 6;Core;1332,52;694334193;0;0,574
cte5062;3067832920;marca 6;Core;1332,34;694334193;0;0,567
cte5062;3067832920;marca 6;Core;1332,23;694334193;0;0,561
cte5062;3067832920;marca 6;Core;1332,16;694334193;0;0,556
cte4747;3067832920;marca 6;Core;1331,98;694263148;0;0,553
cte8581;2129240815;marca 8;Core;1331,88;694094771;0;0,501
cte8566;2129240815;marca 8;Core;1331,84;694094771;0;0,501
cte8619;2132183110;marca 6;Core;1331,84;692691461;0;0,501
cte3686;9325113620;marca 3;Globales;1331,84;691224381;0;0,501
cte8558;2129240815;marca 8;Core;1331,84;687153823;0;0,5
cte8558;2129240815;marca 8;Core;1331,68;687153823;0;0,499
cte8558;2129240815;marca 8;Core;1331,66;687153823;0;0,499
cte8558;2129240815;marca 8;Core;1331,59;687153823;0;0,497
cte4021;2118452400;marca 8;Core;1331,59;686358892;0;0,47
cte1580;3547427005;marca 2;Premium;1331,59;683733827;0;0,468
cte6025;14426072385;marca 10;Core;1331,59;682283412;0;0,46
cte6025;14426072385;marca 10;Core;1331,52;682283412;0;0,46
cte6025;14426072385;marca 10;Core;1331,46;682283412;0;0,46
cte6025;14426072385;marca 10;Core;1331,21;682283412;0;0,46
cte2091;3067832920;marca 6;Core;1331,2;675658640;0;0,44
cte2091;3067832920;marca 6;Core;1331,2;675658640;0;0,435
cte2091;3067832920;marca 6;Core;1331,19;675658640;0;0,433
cte2091;3067832920;marca 6;Core;1331,13;675658640;0;0,431
cte1515;2118452400;marca 8;Core;1331,09;673220437;0;0,43
cte1051;3067832920;marca 6;Core;1330,89;673206031;0;0,43
cte1051;3067832920;marca 6;Core;1330,72;673206031;0;0,43
cte1051;3067832920;marca 6;Core;1330,69;673206031;0;0,43
cte1051;3067832920;marca 6;Core;1330,68;673206031;0;0,423
cte1051;3067832920;marca 6;Core;1330,6;673206031;0;0,407
cte1051;3067832920;marca 6;Core;1330,59;673206031;0;0,404
cte1051;3067832920;marca 6;Core;1330,55;673206031;0;0,401
cte1051;3067832920;marca 6;Core;1330,55;673206031;0;0,4
cte1051;3067832920;marca 6;Core;1330,55;673206031;0;0,4
